experiment_id,cortex_region,division,projection_strength_ipsi,projection_density_ipsi,projection_strength_contra,projection_density_contra,injection_volume
100140949,RSPv,CPvm,1251.9641,0.003789341,0.007726762,2.3060275332000706e-07,0.184504365
146858755,VISl,CPvm,708.35236,0.002387584,170.26543,0.001138101,0.066182031
277800995,MOs,CPdm,2517.7615,0.004794692,274.29965,0.000389488,0.295936186
174361746,VISC,CPvm,82151.76,0.086520769,65228.77,0.069624813,0.44995179
521402511,VISrl,CPdm,59688.945,0.09450293,589.1629,0.003342894,0.06297063
249327301,SSp-n,CPdm,23254.705,0.013978831,3207.7412,0.005226611,0.143889274
292124058,RSPv,CPdm,1397.7676,0.002312715,1.0358808,1.791014717452055e-05,0.010428632
146077302,VISpm,CPdm,167098.44,0.143736848,1897.8108,0.007443857,0.061059292
297946154,VISpm,CPdm,15761.043,0.027088982,0,0,0.071164454
501116471,VISp,CPdm,40.915394,0.000526235,6178.6006,0.022196053080141758,0.233435079
569994739,AUDp,CPdm,18012.219,0.049766765,46.06454,0.000268729,0.112992961
599076623,RSPv,CPdm,3189.548,0.020321406,93.26726,0.001232341,0.013946175
307320960,VISp,CPdm,117906.766,0.101443919,6180.31,0.01569982,0.514251002
174361746,VISC,CPdm,9814.619,0.023040751,2931.2166,0.009059844,0.44995179
100140756,FRP,CPdm,29898.977,0.039966762,7536.2056,0.017405357747503052,0.156189793
100141219,VISp,CPvm,1.6424459,2.08E-05,2.5249364,3.082390136044094e-05,0.204278883
148964212,SSp-ul,CPvm,22.04036,0.000113764,0.827311,1.668026582348051e-05,0.039421335
175819113,SSp-bfd,CPvm,8761.181,0.018567288,111.65871,0.000447677,0.135893944
277801701,SSp-bfd,CPdm,6505.5967,0.007360379,325.03592,0.000779284,0.340256431
146858755,VISl,CPdm,311135.22,0.163329012,34583.99,0.067511646,0.066182031
501117182,VISp,CPdm,149.11766,0.001753426,38536.18,0.081666889,0.089482408
100140949,RSPv,CPdm,230245.4,0.162647043,221.04214,0.001191371,0.184504365
175819113,SSp-bfd,CPdm,134247.3,0.105358631,6661.0605,0.01656089,0.135893944
249396394,RSPv,CPdm,10793.393,0.019989415,262.05957,0.000991054,0.169900875
297946935,MOs,CPdm,8677.272,0.009075141,9.179866,0.00011361,0.108621181
292124765,SSp-tr,CPdm,89149.95,0.075153745,29.23464,0.000570511,0.130519967
521600217,ORBl,CPdm,4603.64,0.013470122,690.506,0.002550466,0.077308324
307557934,VISp,CPdm,170959.06,0.126934209,6905.083,0.021167564800334528,0.527893817
570460301,VISpm,CPdm,9855.081,0.027673637,41.983635,0.000228374,0.100629987
601476074,VISp,CPdm,7974.447,0.033514574,29181.475,0.071511759,0.597899176
100141273,MOp,CPvm,24298.191,0.051098803,545.114,0.002667613,0.235111134
156394513,MOs,CPvm,10897.113,0.016493554,26.114614,0.0001708,0.139516965
176429574,VISpor,CPvm,85.638306,0.000344597,3.2923193,4.358392037748133e-05,0.103147646
277849965,VISl,CPdm,21941.498,0.040030332,1004.5358,0.003500089,0.029914848
148964212,SSp-ul,CPdm,11033.324,0.015401266,19.127754,0.000155426,0.039421335
502140653,VISp,CPdm,5418.7812,0.028298263,81039.81,0.11518107889035492,0.031648693
100141219,VISp,CPdm,64002.12,0.078808722,591.77936,0.003165561,0.204278883
571823196,ACAv,CPdm,295040.62,0.145633172,80488.734,0.086432756,0.119547035
176429574,VISpor,CPdm,7806.582,0.018657761,169.74612,0.000592034,0.103147646
297947641,MOs,CPdm,19635.031,0.025729579,104.61837,0.000516704,0.036611845
602094339,VISp,CPdm,13.277894,0.000166649,16150.042,0.020253225,0.011171836
522408611,VISp,CPdm,6314.1997,0.03200674,79455.08,0.11641434241511033,0.030385189
307593747,VISp,CPdm,93621.31,0.098186502,3788.5803,0.012296584350451617,0.518530113
292125472,ACAd,CPdm,33889.52,0.04548009,34.31576,0.000213692,0.112294907
249402048,GU,CPdm,7145.579,0.008130438,2554.2627,0.003491556,0.32121215
100141454,MOs,CPvm,130026.29,0.115636212,40314.58,0.073521231,0.099027951
156395997,SSs,CPvm,69.9852,0.000305702,0.63843936,8.839772210600271e-06,0.07813122
176430283,AUDd,CPvm,818.3873,0.003285167,36.904274,0.000146202,0.370740311
277851379,VISrl,CPdm,20395.31,0.040777562,206.99683,0.001043631,0.034151388
156394513,MOs,CPdm,26528.664,0.033656702,422.75812,0.001499687,0.139516965
100141273,MOp,CPdm,127934.86,0.091505632,13836.2705,0.028180809469471463,0.235111134
502180994,VISpm,CPdm,19758.918,0.065210615,602.40155,0.004779396,0.00848659
522409371,VISp,CPdm,4.7289824,4.91E-05,3231.9802,0.006490161,0.044148902
297948420,SSp-m,CPdm,15135.611,0.00931858,64.80255,0.0003406,0.180959097
176430283,AUDd,CPdm,65057.977,0.101346605,342.19955,0.001526283,0.370740311
307766627,ORBl,CPdm,4508.182,0.013195397,278.35025,0.001272543,0.149506134
257636467,SSs,CPdm,1139.5706,0.003343048,50.359695,0.000243209,0.032376378
292172846,MOs,CPdm,19454.469,0.021960761,31.06601,0.000160423,0.073765443
602166541,VISp,CPdm,0.000801991,3.84E-07,12484.878,0.014425893307024122,0.002334407
572588941,VISpm,CPdm,312375,0.188321662,11565.172,0.040495227099513156,0.435706354
100141473,SSp-bfd,CPvm,6533.6157,0.019084376,97.759415,0.000421157,0.183524482
156492394,MOs,CPvm,75092.54,0.084789558,8874.221,0.033832268012669316,0.256714332
176433237,MOs,CPvm,536.3785,0.001912389,9.24977,7.217866178916221e-05,0.10717672
277852088,SSp-m,CPdm,6819.044,0.004309965,4705.5815,0.005562676,0.186192748
156395997,SSs,CPdm,20287.75,0.025439173,2.8891215,7.694445202444236e-05,0.07813122
100141454,MOs,CPdm,141536.98,0.137954254,37893.875,0.07120767,0.099027951
503017948,VISp,CPdm,643.94867,0.005744161,16760.229,0.055757747,0.033106664
257666283,SSp-m,CPdm,1641.2476,0.004629043,330.19128,0.001120499,0.071651441
176433237,MOs,CPdm,52615.926,0.080300568,306.50763,0.001779869,0.10717672
297951732,SSp-ul,CPdm,102026.93,0.032607383,31.97224,0.000541763,0.322666666
308879859,VISp,CPdm,7192.7397,0.01735793,0,0,0.112494572
292173552,SSp-ul,CPdm,11535.008,0.009786166,1.2607288,3.082390136044094e-05,0.036897118
100141495,SSp-tr,CPvm,8101.0137,0.023987836,467.27457,0.002109785,0.130780931
602828622,MOs,CPdm,247.58295,0.001027796,269.89725,0.001304059,0.014112638
522635991,VISrl,CPdm,578266.44,0.19697134,114961.836,0.12614992945477438,0.040053504
572770444,VISl,CPdm,91752.48,0.145798514,9770.987,0.049445304,0.027157334
156493815,AUDd,CPvm,255.76448,0.001428046,4.1004434,3.7741983960041155e-05,0.237899586
176496282,SSp-un,CPvm,13.391357,6.02E-05,0,0,0.2148493
277907462,SSp-tr,CPdm,104112.76,0.063601777,0.8037483,2.083111538324064e-05,0.138895194
156492394,MOs,CPdm,38607.7,0.06129106,2212.1147,0.008714939,0.256714332
100141473,SSp-bfd,CPdm,161014.12,0.132423554,13099.71,0.037668499,0.183524482
503018656,VISl,CPdm,125922.81,0.148404402,8354.415,0.040157471,0.051231543
257667118,VISp,CPdm,15232.262,0.028165436,705.8019,0.002567685,0.027626068
292174264,VISli,CPdm,1130.3684,0.002511187,3.252929,7.686758444000236e-05,0.007206663
176496282,SSp-un,CPdm,14970.619,0.012662628,22.563753,0.000152428,0.2148493
309003780,VISp,CPdm,130160.42,0.109505407,9868.193,0.022806919773686457,0.314058816
297985755,SSp-m,CPdm,1337.0244,0.001924149,3.1490674,3.159257720484097e-05,0.180352203
100141563,MOp,CPvm,32732.512,0.064994848,1521.087,0.007928814,0.172595856
522636747,VISp,CPdm,1080.3541,0.003305229,30727.871,0.043132554,0.027628907
603208501,VISal,CPdm,39859.344,0.062229229,118.447426,0.000604256,0.018129904
572969377,AUDd,CPdm,41909.38,0.121541257,4900.898,0.035498988,0.04534583
156546627,ACAv,CPvm,60.018066,0.000214384,5.324085,3.420607507580105e-05,0.009907086
177319236,SSp-ll,CPvm,27.853374,0.00013521,0,0,0.243838504
277908168,ACAd,CPdm,42085.254,0.048587539,0,0,0.065703992
156493815,AUDd,CPdm,28259.451,0.054647395,76.38731,0.00060587,0.237899586
100141495,SSp-tr,CPdm,199989.53,0.136100746,17089.36,0.046352845,0.130780931
503058936,VISp,CPdm,32894.94,0.089920546,170310.17,0.17256880321398743,0.032441352
257667830,VISpm,CPdm,11248.851,0.029351887,47.512806,0.000273649,0.048918709
177319236,SSp-ll,CPdm,75356.11,0.031324156,43.227505,0.000208619,0.243838504
292174974,MOs,CPdm,39761.246,0.042509081,28.150518,0.000134211,0.095908288
309113907,VISp,CPdm,347677.94,0.164953301,27666.012,0.052550293,0.786978808
297987980,MOs,CPdm,13555.308,0.009968265,681.16785,0.001667104,0.224016867
100141780,MOp,CPvm,153045.1,0.064511812,45232.258,0.046253070379575975,0.175196678
574941472,VISp,CPdm,1855.3795,0.013290021,24131.87,0.068439054,0.243418535
603211567,MOs,CPdm,1097.6063,0.002966551,130.2082,0.000375498,0.015842674
522773270,ORBvl,CPdm,104446.516,0.111205026,39763.863,0.053726136938833005,0.380091471
156741826,ORBl,CPvm,623307.1,0.133264716,171364.9,0.11672358070731245,0.422765375
177319974,MOs,CPvm,7043.408,0.006419827,27.613169,0.000148969,0.267696898
277956496,ORBm,CPdm,15314.105,0.031974378,1313.2435,0.00490738,0.13142485
156546627,ACAv,CPdm,1993.2828,0.007131928,85.1781,0.000421619,0.009907086
100141563,MOp,CPdm,83922.7,0.070882751,6257.3096,0.016444589809587462,0.172595856
503069254,VISp,CPdm,2408.7715,0.01417861,57965.36,0.093676373,0.07109877
258316155,ACAd,CPdm,669551.3,0.220653705,195855.03,0.17412368071203982,0.103667144
177319974,MOs,CPdm,165289.33,0.068318602,324.00192,0.001116886,0.267696898
292208876,TEa,CPdm,8963.706,0.023875533,150.79779,0.000738083,0.06518125
309427991,SSp-m,CPdm,134.66316,0.00035974,42.407215,0.000236214,0.064993037
100142655,SSp-bfd,CPvm,28025.543,0.048229105,2569.9158,0.008739306,0.175920427
298000163,MOs,CPdm,50859.92,0.080960399,3882.2456,0.014610990450355648,0.114944004
574950390,VISp,CPdm,5087.3315,0.008170947,2.6850963,7.410035140016226e-05,0.216288822
603331422,MOs,CPdm,1236.8367,0.003655131,350.95105,0.001144943,0.015558579
522774029,ACAd,CPdm,1287.0941,0.00458961,18122.033,0.046586906,0.011224124
156785529,ACAd,CPvm,3741.4795,0.005614024,44.611675,0.000102695,0.090982063
177322838,SSp-n,CPvm,1233.2802,0.003869975,91.96256,0.000339755,0.016850152
277957202,MOs,CPdm,92167.164,0.107975204,6581.007,0.022168073,0.152980617
156741826,ORBl,CPdm,220051.69,0.145819114,43432.035,0.060399781,0.422765375
100141780,MOp,CPdm,25664.406,0.033152759,15147.276,0.016844762454182115,0.175196678
503323656,VISp,CPdm,487.7142,0.004294823,5448.706,0.028529942037997955,0.068570825
258915564,MOs,CPdm,22686.664,0.014168694,530.80524,0.001522901,0.192081725
177322838,SSp-n,CPdm,571.4584,0.001055392,174.91423,0.000620321,0.016850152
292209592,AId,CPdm,8.89376,5.52E-05,0,0,0.025760692
309428697,SSp-ul,CPdm,3538.474,0.006236805,42.899128,0.000432534,0.091676089
100147853,VISp,CPvm,27.028282,6.60E-05,0,0,0.073547618
575216368,MOs,CPdm,37092.41,0.025059217,133.08157,0.000590804,0.159591991
298000880,RSPv,CPdm,32202.004,0.036366054,0,0,0.076824366
603479758,VISp,CPdm,5552.464,0.012026779,47404.266,0.054920198,0.115881178
523718823,VISpm,CPdm,46632.992,0.114573748,1527.7281,0.022709221073863216,0.075229259
157062358,VISpor,CPvm,940.84283,0.003492863,119.194046,0.000461667,0.073378578
177459319,MOs,CPvm,25679.273,0.019694782,351.9522,0.000958308,0.233965337
277957908,MOp,CPdm,48746.316,0.033514344,635.6129,0.001529819,0.238847932
156785529,ACAd,CPdm,40773.617,0.041389505,3.2181587,5.9418642772121816e-05,0.090982063
100142655,SSp-bfd,CPdm,308238.97,0.147467386,32209.264,0.071223121,0.175920427
503809372,VISp,CPdm,589.1642,0.005662066,43142.117,0.088720566,0.016397721
258916270,ORBm,CPdm,59829.58,0.07064892,10601.231,0.031952086897266856,0.210965384
177459319,MOs,CPdm,100311.16,0.03954868,245.4705,0.000816026,0.233965337
292210312,MOs,CPdm,9817.07,0.009196361,11.500488,0.00017472,0.11009077
309514434,SSp-n,CPdm,46.75513,0.000208542,0.001445466,2.3060275332000706e-07,0.013782121
100148142,RSPv,CPvm,3076.6484,0.00649508,138.38705,0.000626701,0.122177531
575772121,VISp,CPdm,900.02356,0.002845484,0,0,0.045886021
298106713,SSp-ul,CPdm,3711.22,0.010191335,23.427544,0.000451674,0.176789609
524268045,MOs,CPdm,4641.3276,0.014770491,247.81874,0.000738006,0.100113331
603574321,MOs,CPdm,372.54086,0.001078145,188.81593,0.000841777,0.016137378
157654817,SSp-m,CPvm,50459.78,0.029319449,5362.8257,0.008859912,0.138258557
177782493,SSp-m,CPvm,5159.371,0.012242931,31.203873,0.000127062,0.082687951
278069982,ACAd,CPdm,36327.97,0.046205874,123.40433,0.000424693,0.052499698
157062358,VISpor,CPdm,23521.95,0.056876555,1911.6255,0.007309185,0.073378578
100147853,VISp,CPdm,23133.025,0.041100559,3694.356,0.008987589,0.073547618
503813164,VISpm,CPdm,9735.285,0.025184204,14.257945,0.000132212,0.019914108
263106036,PL,CPdm,635230.3,0.215268208,313657.25,0.20487863184923807,0.391319398
177782493,SSp-m,CPdm,1757.5359,0.002801823,533.76135,0.001238337,0.082687951
292318449,SSp-m,CPdm,9466.462,0.007161138,7.266438,3.428294266024105e-05,0.04924967
309515141,VISam,CPdm,23822.375,0.044010459,0,0,0.043457409
100148503,VISam,CPvm,6038.137,0.01690495,1056.303,0.004201428,0.088840499
298178204,VISpor,CPdm,337023.47,0.203459579,121724.91,0.1495338173172675,0.181428576
576340889,VISpor,CPdm,118881.22,0.176070122,11324.563,0.07268445,0.212324232
524656772,VISp,CPdm,0.36502153,7.61E-06,11706.18,0.029970209967650277,0.080185085
157710335,MOs,CPvm,430075,0.111574298,185439.33,0.09931338,0.125495145
603891334,MOs,CPdm,3025.7861,0.006674028,119.28847,0.000589421,0.021445587
177783204,ACAd,CPvm,1095.292,0.002297341,167.60002,0.000284026,0.071048525
278171908,ORBl,CPdm,17652.06,0.038778928,1519.587,0.0044863,0.15903536
157654817,SSp-m,CPdm,26457.857,0.007038304,26541.13,0.007916285,0.138258557
100148142,RSPv,CPdm,201880.23,0.138843381,1226.543,0.004681697,0.122177531
504099316,VISp,CPdm,31.133955,0.00109298,3987.5952,0.017299127,0.013981313
263242463,MOs,CPdm,72725.18,0.064684918,25838.45,0.041284657,0.236933267
177783204,ACAd,CPdm,71541.54,0.069486605,188.16632,0.000515397,0.071048525
292373346,RSPv,CPdm,14713.001,0.028570221,47.289745,0.000879288,0.117355941
100149969,SSp-m,CPvm,6815.747,0.011182927,383.62546,0.001320278,0.19785759
310194040,MOp,CPdm,152.88579,0.000589113,8.548015,4.6889226508401436e-05,0.074512154
298179622,SSs,CPdm,407681.03,0.167145718,31715.852,0.057293177,0.160793627
524666049,VISp,CPdm,111.55624,0.000452366,4762.7563,0.011727072417335638,0.170756317
157711748,PL,CPvm,107164.234,0.087301975,38289.066,0.059243769,0.137653466
576341623,RSPagl,CPdm,186704.73,0.193663421,8671.458,0.063713619,0.194441859
177893658,MOp,CPvm,19488.844,0.035246862,164.96465,0.000719788,0.103790536
604581497,VISp,CPdm,139.97711,0.000593495,15648.531,0.032563184193564874,0.030568564
278173743,ACAv,CPdm,11864.345,0.015913435,26.79824,7.263986729580223e-05,0.050015795
157710335,MOs,CPdm,34097.94,0.044883367,12807.821,0.026029132045826915,0.125495145
100148503,VISam,CPdm,276154.03,0.204584536,17734.703,0.059821045,0.088840499
504105304,MOs,CPdm,2373.8655,0.004636806,1252.2902,0.002786142,0.131870133
263780729,VISp,CPdm,18376.508,0.031195326,2.946435,2.4059553929720738e-05,0.22368353
177893658,MOp,CPdm,2045.8989,0.003558969,621.0606,0.001536122,0.103790536
292374068,MOs,CPdm,7991.6777,0.010348222,511.70193,0.002253604,0.138959335
112162251,SSp-n,CPvm,12297.136,0.028430937,504.27594,0.002131615,0.119680579
313327028,AId,CPdm,62247.21,0.084239878,30180.344,0.050750516,0.21169178
157769139,VISa,CPvm,0,0,0,0,0.057249503
298182842,SSp-tr,CPdm,69040.77,0.10113837,18625.432,0.046452849,0.078409594
576660608,VISrl,CPdm,10233.245,0.024184156,20.266035,9.992785977200306e-05,0.008745236
177907797,SSp-bfd,CPvm,96.81379,0.000226068,0,0,0.016064064
524666904,VISal,CPdm,333833.94,0.173826664,23184.783,0.046723884,0.041970308
278174451,ORBl,CPdm,7273.9937,0.009308818,27.187754,0.000181023,0.040264618
605661910,VISam,CPdm,258717.84,0.199058449,34729.562,0.075034446,0.036344878
157711748,PL,CPdm,88991.445,0.085679531,29299.832,0.046595284865502865,0.137653466
100149969,SSp-m,CPdm,5365.6836,0.002736025,2331.342,0.003139656,0.19785759
505790715,MOs,CPdm,51477.516,0.059366834,14215.275,0.030184209322731245,0.078948619
263781454,MOs,CPdm,66831.914,0.104071176,2271.128,0.010045747742879467,0.2685053
177907797,SSp-bfd,CPdm,14049.476,0.019139106,9.625785,0.000140514,0.016064064
292374777,PL,CPdm,32344.875,0.046379518,911.3653,0.005100472,0.257910442
112229103,RSPagl,CPvm,2707.0168,0.007767239,31.94377,0.000170646,0.036553228
313327735,ORBl,CPdm,10598.155,0.026619244,3755.7107,0.008910337,0.086096489
157954927,AUDp,CPvm,118.53207,0.001198904,69.02746,0.001003122,0.338427085
298230624,ORBl,CPdm,782.6534,0.001355022,0,0,0.006623204
178284661,SSp-ll,CPvm,91.09662,0.000429459,0,0,0.015437811
278175580,VISa,CPdm,100112.97,0.105028255,19.227259,0.000358126,0.124431325
576684233,VISal,CPdm,15631.5205,0.033802136,4.022998,5.0732605730401555e-05,0.016431171
524667618,VISam,CPdm,495761.16,0.208967834,16765.916,0.043786928,0.115641891
157769139,VISa,CPdm,24188.469,0.0205434,0.003159251,4.612055066400141e-07,0.057249503
606100558,AUDpo,CPdm,354872.3,0.180322513,32551.186,0.051933046796601066,0.065065689
112162251,SSp-n,CPdm,9646.923,0.007976626,2477.642,0.004852881,0.119680579
506890448,VISp,CPdm,89.8735,0.001863501,20380.5,0.04764545,0.122010029
178284661,SSp-ll,CPdm,2127.951,0.007895223,6.6098366,0.000187019,0.015437811
264076854,AId,CPdm,6141.786,0.005572977,2186.4539,0.002910284,0.473262698
292476595,MOs,CPdm,2997.9065,0.00323551,189.73341,0.000934633,0.097453709
112229814,SSp-ul,CPvm,17866.098,0.042356345,655.1036,0.002524101,0.189563242
477037203,MOs,CPdm,1360.2981,0.004188053,355.69485,0.001431044,0.071706522
158017916,SSp-n,CPvm,3777.2292,0.006668878,22.158798,0.000136747,0.58261051
298272589,ILA,CPdm,1248.3778,0.002841103,67.27318,0.00030355,0.174082535
178487444,SSp-bfd,CPvm,0.66627234,9.07E-06,1.0225924,1.9754969201080605e-05,0.012241405
278181912,MOs,CPdm,20579.18,0.023473439,3.6308813,6.134033238312187e-05,0.080757694
157954927,AUDp,CPdm,17141.86,0.01775549,391.28616,0.004449326,0.338427085
112229103,RSPagl,CPdm,165353.7,0.155673154,1379.0422,0.005777368,0.036553228
606250170,MOp,CPdm,44508.03,0.031905889,12.408911,5.21930898347616e-05,0.018604538
577241399,VISp,CPdm,700.0624,0.003505008,0.9882002,4.373765554636134e-05,0.001581775
524874308,VISrl,CPdm,824386.25,0.200127446,67932.43,0.09025738,0.279139848
506891241,VISp,CPdm,873.41425,0.013983674,8075.1255,0.043939202352763024,0.152936477
178487444,SSp-bfd,CPdm,6261.047,0.007182891,18.701134,0.000219841,0.012241405
264249312,RSPagl,CPdm,12953.106,0.029391013,1729.1915,0.004811757,0.01960679
112306316,ORBl,CPvm,458356.88,0.133668194,175535.05,0.11534419190453661,0.316557444
292477301,ORBm,CPdm,16879.266,0.033107637,1253.829,0.003346046,0.065109208
477269754,VISp,CPdm,2188.881,0.005817416,6.483529,5.365357393912164e-05,0.026966572
158018630,ACAd,CPvm,9525.415,0.013883285,25.48081,6.679793087836204e-05,0.238910528
298273313,MOp,CPdm,45102.113,0.029503854,10.484797,8.263265327300252e-05,0.223952854
179641666,MOp,CPvm,11012.988,0.007605125,250.37917,0.000608868,0.153854875
278257366,SSp-ll,CPdm,80657.71,0.038327946,460.0308,0.001674637,0.058333236
158017916,SSp-n,CPdm,99371.57,0.036380044,332.76425,0.00118084,0.58261051
526501457,VISp,CPdm,68.44342,0.000364967,17006.248,0.030771323932683982,0.148433809
606570335,MOs,CPdm,1107.7026,0.002231005,8.646317,5.0732605730401555e-05,0.02529761
112229814,SSp-ul,CPdm,136423,0.063684871,5971.314,0.016719391,0.189563242
577298618,RSPagl,CPdm,2711.8796,0.0269467,109.81541,0.00212708,0.001625605
506946046,VISp,CPdm,64.01388,0.001138716,363.71896,0.001958894,0.021460062
179641666,MOp,CPdm,19719.115,0.011451348,72.55087,0.000442911,0.153854875
264629246,SSp-ll,CPdm,3943.9229,0.008220219,0,0,0.016299137
112373124,SSp-n,CPvm,3840.734,0.011453039,92.162865,0.000339985,0.044468946
292620251,SSp-ll,CPdm,56845.97,0.05654687,2544.837,0.008074479,0.17444637
477271169,SSp-n,CPdm,12818.597,0.038769089,8736.395,0.029685415567300068,0.03316175
158139151,SSp-un,CPvm,422.9399,0.000803343,0.6093419,6.149406755200188e-06,0.414543724
298274021,ILA,CPdm,1782.557,0.003352118,20.494282,0.000165265,0.209512416
180073473,AUDpo,CPvm,0,0,0.97168356,1.1068932159360339e-05,0.088309819
278258073,MOs,CPdm,74968.68,0.071460949,359.04315,0.000814566,0.132855699
158018630,ACAd,CPdm,343639,0.152343789,877.1587,0.002226085,0.238910528
526502209,VISp,CPdm,40.111313,0.000288945,4282.869,0.010901745163203334,0.158023442
606785720,MOs,CPdm,17813.678,0.015496351,7090.384,0.011896565441025844,0.065862537
112306316,ORBl,CPdm,118905.125,0.115429515,63473.793,0.082019634,0.316557444
577773267,SSs,CPdm,11926.606,0.026826479,158.98141,0.000752303,0.160008706
180073473,AUDpo,CPdm,2752.656,0.003614621,101.15876,0.000638616,0.088309819
507798246,MOs,CPdm,5923.6206,0.010058354,370.41925,0.001787709,0.008140421
264630019,VISli,CPdm,4263.6904,0.0100273,2.477156,1.9678101616640602e-05,0.032147121
112373830,VISli,CPvm,4585.8594,0.012517886,811.4832,0.002803361,0.078440214
292791310,VISli,CPdm,2351.3945,0.002745403,37.848057,0.000268191,0.023624311
477834984,AUDd,CPdm,1277.3097,0.003681265,11.920717,6.0417921369841846e-05,0.028880772
158255941,VISp,CPvm,0,0,0,0,0.047425498
298275548,RSPv,CPdm,5286.5107,0.008925864,2.4707937,4.027861424656123e-05,0.144031364
180403712,ECT,CPvm,10751.385,0.037883343,5944.4106,0.021856375,0.047914748
278258780,MOs,CPdm,6061.322,0.007536252,2.6874375,7.971168506428244e-05,0.070099469
158139151,SSp-un,CPdm,16290.797,0.016889115,58.920498,0.000287485,0.414543724
606929366,VISp,CPdm,2603.7964,0.015979848,7135.387,0.033866474,0.106491112
526783054,ACAd,CPdm,257106.23,0.194042993,34518.703,0.1065804417349475,0.031088829
112373124,SSp-n,CPdm,7937.946,0.006679024,288.07175,0.000808263,0.044468946
579628905,VISp,CPdm,22136,0.070621171,238.69179,0.003367569,0.003658432
180403712,ECT,CPdm,5004.4995,0.019027648,1269.4065,0.005675979,0.047914748
264708349,ORBl,CPdm,76598.39,0.11478475,26133.555,0.058073921,0.163917505
508273699,MOs,CPdm,2686.7803,0.004802225,84.83238,0.000710026,0.020150693
112423392,ORBvl,CPvm,210691.7,0.116531104,68509,0.076026884,0.115555681
292792016,SSp-ul,CPdm,8888.647,0.012610665,51.273876,0.000353053,0.014031699
158435116,ORBvl,CPvm,34270.027,0.049696431,1789.8031,0.00881356,0.10982761
477835774,MOs,CPdm,14691.153,0.041269975,2969.013,0.008709866,0.051357758
298324391,VISpm,CPdm,7385.777,0.016785498,14.38424,6.718226880056206e-05,0.019440936
180404418,GU,CPvm,2.7803388,3.62E-05,0.055209972,1.6910868576800517e-06,0.007727081
278317945,SSp-m,CPdm,492.3756,0.001537659,135.35263,0.000715637,0.146688164
158255941,VISp,CPdm,7460.91,0.016386709,23.447824,0.000127908,0.047425498
526924964,VISp,CPdm,12111.016,0.028198105,511.20267,0.002067046,0.027658391
606930364,VISam,CPdm,4859.2188,0.032165164,58.607956,0.000631083,0.004487221
112373830,VISli,CPdm,232220.02,0.168673385,52267.176,0.092294524,0.078440214
580150240,VISp,CPdm,275.62482,0.003066786,5150.294,0.023477666315509918,0.043985541
180404418,GU,CPdm,27.788372,0.000139592,32.67056,0.000145664,0.007727081
508373923,VISC,CPdm,4.845708,4.64E-05,2.2170084,3.681957294676113e-05,0.00444971
265288825,ACAv,CPdm,276333.22,0.207837803,138526.78,0.1647690494208604,0.097349094
112458114,ACAd,CPvm,158574.52,0.092729134,58500.367,0.065546219,0.123027906
159097209,RSPv,CPvm,0,0,43.793114,0.000144819,0.165227255
477836675,MOp,CPdm,3429.443,0.012501667,42.027878,0.000209618,0.239952196
292792724,VISrl,CPdm,44214.21,0.06351115,12.077389,0.000225914,0.042060449
298325807,MOp,CPdm,3197.124,0.003327598,6.074816,5.2731162925841615e-05,0.064329562
180436360,VISC,CPvm,156708.23,0.118053467,66565.586,0.06989285,1.135289859
278433737,PL,CPdm,279955.12,0.11395212,75705.47,0.06216443,0.260149548
158435116,ORBvl,CPdm,53237.695,0.078323533,8286.096,0.026229065,0.10982761
527575484,VISp,CPdm,1387.9623,0.012035388,285.9048,0.004642341,0.001193042
112423392,ORBvl,CPdm,208191.27,0.173286132,91188.49,0.11936036945635785,0.115555681
614094233,RSPagl,CPdm,11607.603,0.025037694,995.57574,0.003527838,0.015256595
180436360,VISC,CPdm,90250.88,0.122101468,10644.9375,0.019363098255605473,1.135289859
582814018,ACAv,CPdm,272934.7,0.193469484,60743.906,0.10477259301650309,0.16882362
265289624,MOs,CPdm,17618.666,0.029623845,1863.5009,0.005548994,0.271851647
508889322,VISp,CPdm,2409.538,0.009598686,9.535601,0.000221148,0.009790432
112595376,RSPv,CPvm,427.6005,0.001148248,84.16852,0.000280105,0.089164359
159223769,SSp-bfd,CPvm,0.023218999,9.22E-07,0,0,0.098122539
292793967,VISp,CPdm,4069.0627,0.010775144,310.71594,0.001453335,0.035814664
298326521,SSp-n,CPdm,878.6091,0.001666412,10.865121,0.00011461,0.033471981
478256439,VISp,CPdm,3775.9229,0.012728965,1321.1417,0.005305862,0.026422473
180601025,SSp-un,CPvm,185.7932,0.000809569,1.2285241,1.3528694861440414e-05,0.048610372
278502708,ACAv,CPdm,11004.104,0.03412252,69.419014,0.000698726,0.015133028
159097209,RSPv,CPdm,21.802298,8.54E-05,30309.893,0.043404665,0.165227255
527576192,VISp,CPdm,40.163296,0.000368119,2015.4718,0.003794261,0.028363799
614735393,MOs,CPdm,4050.5413,0.005561139,2394.524,0.004513588,0.03670615
112458114,ACAd,CPdm,734833.94,0.218106006,147187.05,0.15666513059610426,0.123027906
180601025,SSp-un,CPdm,26980.332,0.0381573,199.98584,0.000808493,0.048610372
583749274,MOs,CPdm,8868.984,0.008906109,0,0,0.030925583
510417255,VISp,CPdm,162.53346,0.001541887,3724.3662,0.020972859,0.044042361
265291552,ACAv,CPdm,168722.34,0.158996601,72180.61,0.11021305004041314,0.035096417
112596790,AId,CPvm,332183.75,0.125774354,190410.33,0.1155722580275701,0.397894034
